register,name,alt_name,einheit,quelle,typ,type_code,fw_scale,fw_scale_code,anzeige_faktor,elem_size,count,belegt_regs,teil_von,source_ptr_v150,konfidenz,beispiel_entladen,beispiel_laden,v_entladen,v_laden,v_ref_v150,v_dc_entladen,v_backup,v_unter_dod,v_laden_6pack,v_bat_ab,v_boot,min_all,max_all,n_werte,n_logs,notiz
38010,can42_w4,unknown_38010,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x2000017C,niedrig,,,0,0,0,0,,,,,,0,0,101,7,"CAN-Frame ID 0x42, Wort 4/4 -> Telemetry_Store_EnergyCounters, Ziel 0x20000176. Frame-Nutzdaten 1:1 als 16-Bit-Register / im getesteten Betrieb nicht befuellt | GEPRUEFT 2026-08-22: Schreiber Telemetry_Store_EnergyCounters, Zweige 'A'/'B'/'C' (0x41-0x43). Aufrufkette CAN_FrameDispatcher -> Telemetry_Register_Dispatcher, Code = id & 0xff -> EINGEHENDE CAN-Frames. In allen ~104 Messungen ueber 11 Logs durchgehend 0 — kein Frame 0x41-0x43 beobachtet."
38011,can43_w1,unknown_38011,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x2000017E,niedrig,,,0,0,0,0,,,,,,0,0,101,7,"CAN-Frame ID 0x43, Wort 1/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register / im getesteten Betrieb nicht befuellt | GEPRUEFT 2026-08-22: Schreiber Telemetry_Store_EnergyCounters, Zweige 'A'/'B'/'C' (0x41-0x43). Aufrufkette CAN_FrameDispatcher -> Telemetry_Register_Dispatcher, Code = id & 0xff -> EINGEHENDE CAN-Frames. In allen ~104 Messungen ueber 11 Logs durchgehend 0 — kein Frame 0x41-0x43 beobachtet."
38012,can43_w2,unknown_38012,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x20000180,niedrig,,,0,0,0,0,,,,,,0,0,101,7,"CAN-Frame ID 0x43, Wort 2/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register / im getesteten Betrieb nicht befuellt | GEPRUEFT 2026-08-22: Schreiber Telemetry_Store_EnergyCounters, Zweige 'A'/'B'/'C' (0x41-0x43). Aufrufkette CAN_FrameDispatcher -> Telemetry_Register_Dispatcher, Code = id & 0xff -> EINGEHENDE CAN-Frames. In allen ~104 Messungen ueber 11 Logs durchgehend 0 — kein Frame 0x41-0x43 beobachtet."
38013,can43_w3,unknown_38013,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x20000182,niedrig,,,0,0,0,0,,,,,,0,0,101,7,"CAN-Frame ID 0x43, Wort 3/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register / im getesteten Betrieb nicht befuellt | GEPRUEFT 2026-08-22: Schreiber Telemetry_Store_EnergyCounters, Zweige 'A'/'B'/'C' (0x41-0x43). Aufrufkette CAN_FrameDispatcher -> Telemetry_Register_Dispatcher, Code = id & 0xff -> EINGEHENDE CAN-Frames. In allen ~104 Messungen ueber 11 Logs durchgehend 0 — kein Frame 0x41-0x43 beobachtet."
38014,can43_w4,unknown_38014,,FC03-Read (Descriptor),u16,0x02,x1,0,,2,1,1,,0x20000184,niedrig,,,0,0,0,0,,,,,,0,0,101,7,"CAN-Frame ID 0x43, Wort 4/4 -> Telemetry_Store_EnergyCounters, Ziel 0x2000017E. Frame-Nutzdaten 1:1 als 16-Bit-Register / im getesteten Betrieb nicht befuellt | GEPRUEFT 2026-08-22: Schreiber Telemetry_Store_EnergyCounters, Zweige 'A'/'B'/'C' (0x41-0x43). Aufrufkette CAN_FrameDispatcher -> Telemetry_Register_Dispatcher, Code = id & 0xff -> EINGEHENDE CAN-Frames. In allen ~104 Messungen ueber 11 Logs durchgehend 0 — kein Frame 0x41-0x43 beobachtet."
40000,rs485_unlock,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x200002B4,write-handler,,,,,,,,,,,,,,0,0,"WRITE/Config. RS485-Steuerung aktivieren | SRAM-Ziel 0x200002B4 | Werte: 0x55AA=enable (flag=1) | Write-Only: Ja | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
41000,command_register,reset_device,-,FC06/FC10-Write (Write-Handler),uint16,,,,,,,,,0x20000348,write-handler,,,0,0,0,0,0,0,0,,,0,525,1322,21,"WRITE/Config. Kommando-Status setzen | SRAM-Ziel 0x20000348 | Werte: 0x55AA=Status 1 | Write-Only: Nein | LIVE-SCAN 2026-08-22: Beim Lesen bricht die Modbus-Verbindung ab. Die Liveness-Probe (Register 37012) antwortete unmittelbar danach nicht mehr, ein Reconnect war noetig. NICHT lesen und NICHT in eine Poll-Liste aufnehmen -- genau dieses Verhalten hat die Haenger der Home-Assistant-Integration ausgeloest."
41100,modbus_slave_address,modbus_address,-,FC06/FC10-Write (Write-Handler),uint16,,,,,,,,,0x20000133,write-handler,,,1,1,1,0,1,1,1,,,0,1,1322,21,"WRITE/Config. Modbus Slave-Adresse aendern | SRAM-Ziel 0x20000133 | Werte: 1-127 (beliebiger Wert wird via FUN_08006ebc angewendet) | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 1 (0x0001)"
41200,backup_ups_enable,backup_function,-,FC06/FC10-Write (Write-Handler),uint16,,,,,,,,,0x20014CFC,write-handler,,,1,1,1,1,0,0,1,,,0,1,1322,21,"WRITE/Config. Backup/UPS-Funktion ein/aus | SRAM-Ziel 0x20014CFC | Werte: 0=deaktivieren (schreibt 0x01 intern) | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41500,wifi_cred_buf_00,frueher: schedule_time_00,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DC2,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 0-1 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41501,wifi_cred_buf_01,frueher: schedule_time_01,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DC4,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 2-3 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41502,wifi_cred_buf_02,frueher: schedule_time_02,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DC6,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 4-5 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41503,wifi_cred_buf_03,frueher: schedule_time_03,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DC8,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 6-7 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41504,wifi_cred_buf_04,frueher: schedule_time_04,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DCA,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 8-9 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41505,wifi_cred_buf_05,frueher: schedule_time_05,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DCC,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 10-11 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41506,wifi_cred_buf_06,frueher: schedule_time_06,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DCE,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 12-13 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41507,wifi_cred_buf_07,frueher: schedule_time_07,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DD0,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 14-15 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41508,wifi_cred_buf_08,frueher: schedule_time_08,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DD2,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 16-17 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41509,wifi_cred_buf_09,frueher: schedule_time_09,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DD4,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 18-19 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41510,wifi_cred_buf_10,frueher: schedule_time_10,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DD6,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 20-21 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41511,wifi_cred_buf_11,frueher: schedule_time_11,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DD8,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 22-23 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41512,wifi_cred_buf_12,frueher: schedule_time_12,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DDA,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 24-25 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41513,wifi_cred_buf_13,frueher: schedule_time_13,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DDC,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 26-27 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41514,wifi_cred_buf_14,frueher: schedule_time_14,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DDE,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 28-29 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41515,wifi_cred_buf_15,frueher: schedule_time_15,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DE0,hoch,,,,,,,,,,,,,,,,"READ/WRITE. WLAN-Zugangsdaten-Puffer Byte 30-31 | NAME KORRIGIERT 2026-08-22: KEIN Zeitplan-Register. Der Lesezweig (Write_Handler LAB_080522b2, Zeile 151) liest ein 32-Byte-Array bei DAT_080525C8 -> SRAM 0x20014DCC. Diese Adresse wird von WiFi_Set_Credentials (0x0800FEAE ff.) und Quectel_WiFi_QueryConnectionState beschrieben. Der Live-Scan 2026-08-22 lieferte die FEST IN DER FIRMWARE HINTERLEGTEN Werksvorgaben (byte-identisch mit einer Stringregion in fw_full/fw_venuse/fw_vnsa, neben '### Auto set wifi_ssid:%s,wifi_key:%s') -- NICHT die Daten des Nutzers; das Geraet hatte nie WLAN eingerichtet. Puffer ist ohne Authentifizierung les- UND beschreibbar. OFFEN: ob nach eingerichtetem WLAN die echten Zugangsdaten hier stehen -- dann erneut pruefen. Siehe security/WLAN_Credentials_ueber_Modbus_41500.md | LIVE-SCAN 2026-08-22: lesbar, Wert redigiert"
41600,schedule_power_00,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DE2,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 0 | SRAM-Ziel 0x20014DE2 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41601,schedule_power_01,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DE4,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 1 | SRAM-Ziel 0x20014DE4 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41602,schedule_power_02,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DE6,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 2 | SRAM-Ziel 0x20014DE6 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41603,schedule_power_03,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DE8,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 3 | SRAM-Ziel 0x20014DE8 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41604,schedule_power_04,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DEA,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 4 | SRAM-Ziel 0x20014DEA | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41605,schedule_power_05,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DEC,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 5 | SRAM-Ziel 0x20014DEC | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41606,schedule_power_06,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DEE,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 6 | SRAM-Ziel 0x20014DEE | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41607,schedule_power_07,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DF0,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 7 | SRAM-Ziel 0x20014DF0 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41608,schedule_power_08,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DF2,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 8 | SRAM-Ziel 0x20014DF2 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
41609,schedule_power_09,,,FC06/FC10-Write (Write-Handler),,,,,,,,,,0x20014DF4,write-handler,,,,,0,,,,,,,0,0,1,1,"WRITE/Config. Zeitplan-Leistung Index 9 | SRAM-Ziel 0x20014DF4 | Werte: u16 Wert | Write-Only: Nein | LIVE-SCAN 2026-08-22: lesbar, Wert 0 (0x0000)"
